14:05:05.782368,101,99
14:05:06.038322,100,98
14:05:06.289183,99,98
14:05:06.538649,100,99
14:05:06.787779,100,98
14:05:07.033324,101,98
14:05:07.283664,99,98
14:05:07.533819,100,100
14:05:07.783171,101,98
14:05:08.035174,99,99
14:05:08.286192,100,100
14:05:08.535452,99,98
14:05:08.786294,99,100
14:05:09.036201,99,98
14:05:09.283180,101,98
14:05:09.533673,99,100
14:05:09.784676,101,99
14:05:10.033862,101,99
14:05:10.282774,101,98
14:05:10.535072,100,99
14:05:10.783688,99,100
14:05:11.032584,100,99
14:05:11.284696,100,100
14:05:11.535164,101,99
14:05:11.782020,101,98
14:05:12.034885,101,98
14:05:12.285337,100,100
14:05:12.534183,101,98
14:05:12.783982,100,98
14:05:13.033680,100,99
14:05:13.283373,100,98
14:05:13.533882,99,100
14:05:13.781668,100,98
14:05:14.035774,101,98
14:05:14.287176,100,100
14:05:14.536174,101,98
16:00:22.282032,101,100
16:00:22.536669,100,98
16:00:22.782705,100,100
16:00:23.036704,100,100
16:00:23.281775,100,99
16:00:23.530842,101,99
16:00:23.794422,99,98
16:00:24.032357,100,98
17:07:27.937808,101,99
17:07:28.186864,101,98
17:07:28.436921,99,98
17:07:28.686977,99,99
17:07:28.937033,100,99
17:07:29.187090,101,99
17:07:29.438146,100,99
17:07:29.687202,100,100
17:07:29.938259,101,98
17:07:30.187315,101,98
17:07:30.437371,101,100
17:07:30.687427,99,100
17:07:30.937484,99,99
17:07:31.187540,101,98
17:07:31.437597,100,98
17:07:31.687653,101,98
17:07:31.937709,101,98
17:07:32.187765,101,98
17:07:32.436822,101,100
17:07:32.686878,99,99
17:07:32.936934,101,100
17:07:33.187991,99,100
17:07:33.437047,100,100
17:07:33.687103,101,100
17:07:33.938160,100,99
17:07:34.187216,99,98
17:07:34.437272,100,99
17:07:34.687329,101,98
17:07:34.937385,100,99
17:07:35.187441,99,99
17:07:35.437497,99,98
17:07:35.687553,101,100
17:07:35.937610,99,100
17:07:36.188666,100,99
17:07:36.437723,101,99
17:07:36.688779,101,99
17:07:36.936835,101,100
17:07:37.186891,101,98
17:07:37.436947,101,98
17:07:37.687653,100,98
17:07:37.937710,99,99
17:07:38.187766,100,100
17:07:38.436822,99,98
17:07:38.686879,99,99
17:07:38.936935,100,98
17:07:39.186991,100,99
17:07:39.438047,99,100
17:07:39.687104,99,99
17:07:39.937160,99,98
17:07:40.187216,99,98
17:07:40.437273,100,99
17:07:40.687329,100,100
17:07:40.937385,100,99
17:07:41.187442,99,98
17:07:41.437498,99,100
17:07:41.687554,99,98
17:07:41.937611,99,98
17:07:42.187667,100,99
17:07:42.437725,99,98
17:07:42.687781,101,100
17:12:28.186871,99,100
17:12:28.436927,100,100
17:12:28.686983,101,100
17:12:28.937040,101,98
17:12:29.187096,99,99
17:12:29.438152,101,100
17:12:29.687209,101,98
17:12:29.937265,99,99
17:12:30.187321,101,100
17:12:30.437378,99,100
17:12:30.687434,99,98
17:12:30.937490,101,100
17:12:31.187547,99,98
17:12:31.438603,101,100
17:12:31.688659,101,99
17:12:31.937716,99,98
17:12:32.187772,99,100
17:12:32.436828,101,100
17:12:32.686884,99,100
17:12:32.936941,100,99
17:12:33.186997,100,100
17:12:33.437053,99,100
17:12:33.687109,99,100
17:12:33.937166,100,99
17:12:34.187223,100,100
17:12:34.437278,99,100
17:12:34.687335,101,99
17:12:34.937391,99,100
17:12:35.187447,101,98
17:12:35.437504,101,98
17:12:35.687560,99,100
17:12:35.937617,99,100
17:12:36.187673,100,100
17:12:36.438729,100,100
17:12:36.687785,101,98
17:12:36.936841,99,100
17:12:37.186898,99,100
17:12:37.436954,99,99
17:12:37.687010,99,98
17:12:37.938067,100,98
17:13:28.687396,99,99
17:13:28.937452,100,100
17:13:29.187508,99,100
17:13:29.437565,99,98
17:13:29.687621,99,100
17:13:29.937677,101,99
17:13:30.187734,101,99
17:13:30.437790,100,98
17:13:30.687846,101,99
17:13:30.936902,101,99
17:13:31.186959,100,100
17:13:31.437015,100,99
17:13:31.687071,99,99
17:13:31.937127,101,98
17:13:32.188184,101,98
17:13:32.437240,101,99
17:13:32.687296,99,100
17:13:32.937353,99,100
17:13:33.187409,100,99
17:13:33.437465,100,98
17:13:33.687522,101,100
17:13:33.937578,100,100
17:13:34.187634,101,100
17:13:34.437691,100,100
17:13:34.687747,99,99
17:13:34.937803,101,100
17:13:35.186859,101,99
17:13:35.436916,99,100
17:13:35.686972,99,100
17:13:35.937028,99,100
17:13:36.187085,100,100
17:13:36.437141,100,98
17:13:36.687197,101,99
17:13:36.937254,99,98
17:13:37.187310,100,99
