01:18:51.781803,63,97
01:18:52.034436,65,96
01:18:52.280593,62,97
01:18:52.531045,64,98
01:18:52.788812,64,97
01:18:53.036528,67,98
01:18:53.282600,64,98
01:18:53.542402,62,96
01:18:53.782406,63,96
01:18:54.046552,65,98
01:18:54.297403,65,97
01:18:54.547402,68,97
01:18:54.798958,62,96
01:18:55.047420,68,98
01:18:55.298575,64,98
01:18:55.546699,63,97
01:18:55.797401,63,96
01:18:56.047172,63,96
01:18:56.296413,68,97
01:18:56.546404,64,97
01:18:56.798518,65,97
01:18:57.048305,64,98
01:18:57.421911,62,98
01:18:57.549128,64,98
01:18:57.798401,65,97
01:18:58.048172,67,97
01:18:58.296573,65,96
01:18:58.547706,67,98
01:18:58.796746,62,96
01:18:59.046606,62,98
01:18:59.296856,65,97
01:18:59.547938,67,98
01:18:59.797519,66,98
01:19:00.048984,63,96
01:19:00.298344,67,98
01:19:00.547892,68,97
01:19:00.796224,68,96
01:19:01.046484,67,96
01:19:01.297415,65,97
01:19:01.547589,67,96
01:19:01.796394,63,97
01:19:02.047591,63,97
01:19:02.297513,68,97
01:19:02.547371,67,97
01:19:02.798501,68,97
01:19:03.047477,63,97
01:19:03.297229,67,98
01:19:03.546695,65,97
01:19:03.796841,64,98
01:19:04.048496,62,97
01:19:04.298408,65,96
01:19:04.546411,63,98
01:19:04.796224,62,98
01:19:05.047423,68,98
01:19:05.297401,66,98
01:19:05.549121,65,96
01:19:05.796221,63,97
01:19:06.047790,68,96
01:19:06.296613,65,97
01:19:06.548451,68,97
01:19:06.797315,64,97
01:19:07.046697,64,98
01:19:07.297323,68,98
01:19:07.548420,66,97
01:19:07.797423,63,97
01:19:08.047402,67,97
01:19:08.298318,65,97
01:19:08.547250,67,98
01:19:08.798404,64,98
01:19:09.047402,63,97
01:19:09.298407,63,98
01:19:09.547414,62,98
01:19:09.798401,63,96
01:19:10.046987,63,97
01:19:10.296382,62,97
01:19:10.547218,65,98
01:19:10.797950,66,97
01:19:11.048401,67,97
01:19:11.297419,65,98
01:19:11.548403,67,96
01:19:11.798488,62,97
01:19:12.046442,66,97
01:19:12.298401,64,98
01:19:12.547473,64,98
01:19:12.798501,65,98
01:19:13.048465,63,98
01:19:13.296242,68,96
01:19:13.546622,62,98
01:19:13.796292,67,96
01:19:14.048120,63,97
01:19:14.298400,64,98
01:19:14.547231,67,96
01:19:14.797326,63,97
01:19:15.047709,65,98
01:19:15.297342,65,97
01:19:15.548493,65,98
01:19:15.798536,63,98
01:19:16.048039,67,96
01:19:16.296437,68,96
01:19:16.548610,68,98
01:19:16.797222,68,98
01:19:17.047568,63,96
01:19:17.297753,62,98
01:19:17.548401,65,97
01:19:17.797406,63,98
01:19:18.046600,66,97
01:19:18.296240,64,96
01:19:18.547167,62,98
01:19:18.797222,68,96
01:19:19.049169,62,98
01:19:19.297615,63,97
01:19:19.547402,63,98
01:19:19.797279,62,98
01:19:20.048424,66,98
01:19:20.296602,67,97
01:19:20.546486,66,98
01:19:20.798597,63,97
01:19:21.047417,62,97
01:19:21.298417,68,96
01:19:21.547125,67,98
01:19:21.796502,68,96
01:19:22.048422,65,98
01:19:22.296225,66,98
01:19:22.548423,68,97
01:19:22.797907,68,96
01:19:23.047884,63,97
01:19:23.297490,65,97
01:19:23.547223,63,98
01:19:23.799027,68,96
01:19:24.046416,64,96
01:19:24.298403,64,96
01:19:24.546588,65,98
01:19:24.797285,62,96
01:19:25.046202,65,97
01:19:25.297401,68,97
01:19:25.546665,62,96
01:19:25.797222,68,98
01:19:26.046419,64,97
01:19:26.297222,64,98
01:19:26.548614,62,97
01:19:26.797222,65,97
01:19:27.048243,66,98
01:19:27.297656,68,97
01:19:27.547680,67,96
01:19:27.797832,68,97
01:19:28.047145,68,96
01:19:28.296261,65,97
01:19:28.546540,62,98
01:19:28.797510,65,96
01:19:29.046593,65,97
01:19:29.296860,64,97
01:19:29.547426,68,97
01:19:29.797402,68,97
01:19:30.046594,62,97
01:19:30.297600,64,96
01:19:30.547222,63,98
01:19:30.798238,68,98
