13:50:10.343710,75,98
13:50:10.595142,85,98
13:50:10.848709,82,98
13:50:11.093878,75,99
13:50:11.349923,75,99
13:50:11.598009,83,98
13:50:11.847741,78,99
13:50:12.098770,77,100
13:50:12.344392,75,99
13:50:12.599936,85,99
13:50:12.850397,76,100
13:50:13.097905,81,98
13:50:13.351796,84,98
13:50:13.598896,78,98
13:50:13.849236,84,100
13:50:14.099894,78,98
13:50:14.350462,79,100
13:50:14.595260,85,100
13:50:14.849482,75,98
13:50:15.099369,78,98
13:50:15.349957,77,100
13:50:15.599402,76,100
13:50:15.847575,79,98
13:50:16.100213,84,99
13:50:16.351743,78,99
13:50:16.600466,76,99
13:50:16.844894,81,100
13:50:17.099473,80,98
13:51:29.827993,82,100
13:51:30.084709,76,98
13:51:30.333986,75,100
13:51:30.582667,78,100
13:51:30.834163,81,100
13:51:31.084114,76,98
13:51:31.335816,77,98
13:51:34.520087,75,98
13:51:34.770154,83,98
13:51:35.020737,76,100
13:51:35.271836,80,98
13:51:35.520061,78,98
13:51:35.765883,77,99
13:51:36.018261,77,100
13:51:36.269890,77,98
13:51:36.515883,82,98
13:51:36.765882,83,98
13:51:37.019908,85,100
13:51:37.272366,75,99
13:51:37.516422,80,99
13:51:37.764958,77,99
13:51:38.015882,75,99
13:51:38.267704,80,100
13:51:38.519950,80,100
13:51:38.764961,76,98
13:51:39.021876,78,98
13:51:39.269860,81,99
13:51:39.520410,78,100
13:51:39.772654,77,100
13:51:40.020849,79,98
13:51:40.270840,78,100
13:51:40.517767,79,100
13:51:40.770814,75,100
13:51:41.022086,76,98
13:51:41.271147,77,99
13:51:41.521660,76,100
13:51:41.772423,77,99
13:51:42.021175,75,98
13:51:42.271121,81,98
13:51:42.520165,76,98
13:51:42.767575,80,100
13:51:43.021374,83,99
13:51:43.272187,77,99
13:51:43.520625,78,98
13:51:43.772646,76,98
13:51:44.019705,85,98
13:51:44.270584,80,99
13:51:44.521478,79,98
13:51:44.769768,84,98
13:51:45.016131,75,98
13:51:45.271973,78,98
13:51:45.521841,85,99
13:51:45.772307,77,98
13:51:46.019764,83,99
13:51:46.270421,76,98
13:51:46.519992,81,98
13:51:46.772794,84,98
13:51:47.021395,83,99
13:51:47.267561,85,100
13:51:47.522314,77,100
13:51:47.770069,77,98
13:51:48.020488,77,98
13:51:48.271950,75,100
13:51:48.522148,77,99
13:51:48.768168,85,98
13:51:49.022075,84,98
13:51:49.271735,75,99
13:51:49.517951,78,100
13:51:49.771796,83,100
13:51:50.020226,78,98
13:51:50.272716,75,98
13:51:50.523160,79,100
13:51:50.771787,84,100
13:51:51.022150,77,98
13:51:51.272167,76,100
13:51:51.520180,82,98
13:51:51.768502,82,99
13:51:52.022475,79,98
13:51:52.270326,80,98
13:51:52.523328,85,100
13:51:52.769815,77,100
13:51:53.019700,79,100
13:51:53.271560,78,99
13:51:53.520613,83,100
13:51:53.772025,75,100
13:51:54.016704,81,100
13:51:54.270320,76,100
13:51:54.523214,79,98
13:51:54.773387,80,98
13:51:55.020793,78,100
13:51:55.271483,85,99
13:51:55.521127,82,98
13:51:55.770807,84,99
13:51:56.022169,82,100
13:51:56.267029,78,99
13:51:56.523031,83,100
13:51:56.769873,78,98
13:51:57.023446,83,99
13:51:57.271349,84,99
13:51:57.521764,77,99
13:51:57.770081,84,98
13:51:58.018879,79,100
13:51:58.272831,80,100
13:51:58.518617,76,99
13:51:58.770770,85,100
13:51:59.021855,76,100
13:51:59.269743,76,98
13:51:59.523159,78,98
13:51:59.771418,77,98
13:52:00.021064,76,100
13:52:00.272800,82,98
13:52:00.520362,84,99
13:52:00.768806,80,99
13:52:01.020271,78,99
13:52:01.269770,84,98
13:52:01.520308,75,99
13:52:01.770285,81,98
13:52:02.021783,76,99
13:52:02.271634,75,99
13:52:02.521272,84,98
13:52:02.765686,79,98
13:52:03.016952,79,100
13:52:03.266177,82,99
13:52:03.516585,82,100
13:52:03.767542,81,99
13:52:04.015558,85,99
13:52:04.267573,77,98
13:52:04.517672,76,98
13:52:04.777836,80,100
13:52:05.016878,83,99
13:52:05.267044,84,99
13:52:05.515852,80,99
13:52:05.780580,81,99
13:52:06.034354,84,99
13:52:06.281074,85,100
13:52:06.533775,75,99
13:52:06.784839,85,99
13:52:07.034364,83,100
13:52:07.282129,82,99
13:52:07.533486,82,100
13:52:07.782204,82,99
13:52:08.033636,76,99
13:52:08.282186,80,98
13:52:08.534100,81,99
13:52:13.877727,77,98
13:52:14.124320,76,98
13:52:14.376826,81,99
13:52:14.627193,85,100
13:52:14.874713,82,100
13:52:15.125133,81,100
13:52:15.375556,79,99
13:52:15.624827,84,98
13:52:15.875381,82,99
13:52:16.127460,80,98
13:52:16.375075,78,99
13:52:16.624899,84,98
13:52:16.874718,81,100
13:52:17.125361,76,98
13:52:17.376392,76,98
13:52:17.627163,83,100
13:52:17.874721,85,100
13:52:18.124711,78,99
